Order_ID,Date,Product_ID,Product_Name,Category,Region,City,Customer_ID,Gender,Age,Units_Sold,Unit_Price,Discount,Revenue,Cost,Profit
ORD00202,2023-10-28,GRO_323,Eggs,Groceries,South,Bangalore,CUST1317,Male,46,3,2845,5,8108.25,6254.67,1853.58
ORD00203,2023-02-09,CLO_965,Jeans,Clothing,East,Patna,CUST7183,Female,44,1,1385,0,1385,1047.58,337.42
ORD00204,2023-12-02,CLO_267,Jacket,Clothing,West,Ahmedabad,CUST3139,Female,50,9,462,10,3742.2,2513.29,1228.91
ORD00205,2023-06-30,FUR_269,Sofa,Furniture,North,Delhi,CUST5286,Female,44,6,4895,20,23496,15215.58,8280.42
ORD00206,2023-08-23,FUR_656,Bed,Furniture,South,Bangalore,CUST3808,Female,48,7,4621,5,30729.65,19625.83,11103.82
ORD00207,2023-12-29,FUR_536,Bed,Furniture,South,Hyderabad,CUST4741,Female,56,2,2503,0,5006,3838.87,1167.13
ORD00208,2023-03-18,CLO_623,Shoes,Clothing,East,Bhubaneswar,CUST1294,Female,19,1,2164,5,2055.8,1304.93,750.87
ORD00209,2023-12-20,FUR_799,Sofa,Furniture,West,Ahmedabad,CUST5543,Male,41,3,1107,20,2656.8,1679.35,977.45
ORD00210,2023-03-15,CLO_332,Shoes,Clothing,East,Kolkata,CUST2435,Female,32,5,377,20,1508,1328.8,179.2
ORD00211,2023-12-18,CLO_583,Jeans,Clothing,South,Chennai,CUST2265,Male,21,1,1017,15,864.45,702.43,162.02
ORD00212,2023-07-12,CLO_121,Shoes,Clothing,West,Mumbai,CUST5569,Male,35,2,4899,10,8818.2,7079.39,1738.81
ORD00213,2023-07-23,ELE_775,Tablet,Electronics,South,Hyderabad,CUST9954,Female,52,4,2528,15,8595.2,6146.29,2448.91
ORD00214,2023-01-29,GRO_132,Milk,Groceries,North,Delhi,CUST8813,Male,64,3,2606,20,6254.4,5034.72,1219.68
ORD00215,2023-01-26,CLO_581,Shirt,Clothing,North,Delhi,CUST4356,Female,21,1,138,5,131.1,99.39,31.71
ORD00216,2023-10-12,ELE_256,Laptop,Electronics,East,Patna,CUST2098,Female,49,2,3255,10,5859,4665.83,1193.17
ORD00217,2023-01-27,GRO_806,Rice,Groceries,South,Chennai,CUST3896,Male,61,8,1088,10,7833.6,6917.73,915.87
ORD00218,2023-12-23,CLO_183,Jacket,Clothing,North,Delhi,CUST2682,Male,22,3,4765,10,12865.5,11170.21,1695.29
ORD00219,2023-01-15,FUR_261,Bed,Furniture,West,Mumbai,CUST2980,Female,52,1,892,0,892,726.51,165.49
ORD00220,2023-10-01,CLO_370,Shoes,Clothing,East,Kolkata,CUST7635,Male,33,8,1084,0,8672,7463.01,1208.99
ORD00221,2023-11-05,ELE_619,Laptop,Electronics,East,Kolkata,CUST9782,Female,44,2,4544,15,7724.8,4939.03,2785.77
ORD00222,2023-06-30,GRO_635,Milk,Groceries,East,Kolkata,CUST5473,Male,20,4,626,0,2504,1864.12,639.88
ORD00223,2023-07-25,GRO_554,Rice,Groceries,East,Bhubaneswar,CUST2875,Female,53,9,1116,5,9541.8,6185.45,3356.35
ORD00224,2023-08-02,ELE_600,Headphones,Electronics,North,Delhi,CUST1116,Female,19,8,683,5,5190.8,3597.79,1593.01
ORD00225,2023-07-24,ELE_820,Tablet,Electronics,East,Bhubaneswar,CUST5167,Male,38,2,2113,0,4226,3033.2,1192.8
ORD00226,2023-04-05,FUR_265,Table,Furniture,South,Bangalore,CUST7154,Female,62,9,2143,20,15429.6,12867.6,2562
ORD00227,2023-09-24,GRO_313,Eggs,Groceries,East,Kolkata,CUST4762,Male,41,9,2548,15,19492.2,12296.42,7195.78
ORD00228,2023-02-15,FUR_771,Table,Furniture,West,Mumbai,CUST9783,Male,39,4,2820,20,9024,6929.48,2094.52
ORD00229,2023-08-30,ELE_964,Tablet,Electronics,North,Delhi,CUST1001,Male,50,1,4144,20,3315.2,2071.18,1244.02
ORD00230,2023-03-18,ELE_215,Smartphone,Electronics,West,Pune,CUST8833,Female,39,7,2341,10,14748.3,13173.77,1574.53
ORD00231,2023-03-31,FUR_785,Table,Furniture,North,Lucknow,CUST4041,Male,59,7,527,5,3504.55,2212.67,1291.88
ORD00232,2023-11-13,ELE_734,Tablet,Electronics,West,Ahmedabad,CUST2925,Female,26,6,3244,5,18490.8,11382.78,7108.02
ORD00233,2023-02-10,ELE_469,Tablet,Electronics,West,Pune,CUST9907,Female,25,8,1813,5,13778.8,10852.06,2926.74
ORD00234,2023-03-25,FUR_417,Sofa,Furniture,South,Bangalore,CUST9442,Female,24,4,307,0,1228,938.53,289.47
ORD00235,2023-11-10,CLO_121,Jacket,Clothing,West,Pune,CUST9601,Female,20,9,4209,5,35986.95,22473.45,13513.5
ORD00236,2023-01-12,GRO_186,Rice,Groceries,North,Lucknow,CUST2560,Male,62,3,2269,0,6807,4756.09,2050.91
ORD00237,2023-08-26,GRO_455,Milk,Groceries,West,Ahmedabad,CUST5780,Male,25,7,2456,20,13753.6,10970.04,2783.56
ORD00238,2023-11-03,CLO_911,Jeans,Clothing,West,Pune,CUST4665,Male,23,2,761,20,1217.6,851.95,365.65
ORD00239,2023-11-08,FUR_972,Bed,Furniture,North,Lucknow,CUST9946,Male,52,6,452,15,2305.2,1964.34,340.86
ORD00240,2023-11-01,CLO_961,Jacket,Clothing,West,Mumbai,CUST1158,Male,41,4,4711,15,16017.4,13143.96,2873.44
ORD00241,2023-01-20,ELE_251,Tablet,Electronics,South,Hyderabad,CUST2712,Male,49,9,1373,0,12357,10102.8,2254.2
ORD00242,2023-08-16,GRO_677,Rice,Groceries,North,Lucknow,CUST2394,Male,29,3,629,5,1792.65,1415.24,377.41
ORD00243,2023-08-13,FUR_966,Sofa,Furniture,South,Hyderabad,CUST4591,Female,53,7,3469,0,24283,16300.28,7982.72
ORD00244,2023-11-30,CLO_101,Jeans,Clothing,East,Bhubaneswar,CUST1374,Female,54,5,4105,5,19498.75,14578.89,4919.86
ORD00245,2023-11-14,GRO_601,Fruits,Groceries,West,Ahmedabad,CUST2646,Male,31,8,2378,0,19024,13464.62,5559.38
ORD00246,2023-05-10,CLO_842,Shirt,Clothing,East,Kolkata,CUST4216,Female,42,9,127,5,1085.85,735.6,350.25
ORD00247,2023-08-17,GRO_360,Eggs,Groceries,West,Pune,CUST6543,Male,29,8,4496,10,32371.2,21724.58,10646.62
ORD00248,2023-10-14,CLO_494,Shirt,Clothing,South,Chennai,CUST4081,Male,20,6,369,15,1881.9,1315.95,565.95
ORD00249,2023-04-03,ELE_877,Tablet,Electronics,West,Mumbai,CUST4432,Female,18,5,2460,10,11070,7196.75,3873.25
ORD00250,2023-10-11,ELE_220,Tablet,Electronics,East,Bhubaneswar,CUST4178,Male,54,5,2312,15,9826,8200.16,1625.84
ORD00251,2023-04-30,FUR_655,Table,Furniture,East,Bhubaneswar,CUST3203,Male,64,6,719,5,4098.3,3122.79,975.51
ORD00252,2023-11-30,GRO_741,Rice,Groceries,North,Delhi,CUST1968,Male,54,4,381,5,1447.8,885.77,562.03
ORD00253,2023-04-29,CLO_134,Jeans,Clothing,West,Ahmedabad,CUST5293,Female,54,5,1108,10,4986,3866.15,1119.85
ORD00254,2023-01-12,CLO_589,Shirt,Clothing,South,Hyderabad,CUST9467,Male,41,2,4412,5,8382.8,6636.96,1745.84
ORD00255,2023-07-04,FUR_138,Bed,Furniture,South,Bangalore,CUST6342,Female,64,2,1018,15,1730.6,1384.58,346.02
ORD00256,2023-12-06,CLO_250,Shoes,Clothing,East,Patna,CUST7527,Male,62,4,2069,5,7862.2,5193.42,2668.78
ORD00257,2023-01-08,CLO_440,Shirt,Clothing,North,Chandigarh,CUST9320,Female,25,6,4712,10,25444.8,22620.53,2824.27
ORD00258,2023-06-24,ELE_901,Laptop,Electronics,South,Bangalore,CUST6238,Female,43,2,4149,20,6638.4,5213.5,1424.9
ORD00259,2023-05-16,GRO_402,Rice,Groceries,South,Chennai,CUST1986,Female,25,9,3172,15,24265.8,16129.54,8136.26
ORD00260,2023-05-22,FUR_152,Table,Furniture,North,Delhi,CUST9125,Male,45,2,803,10,1445.4,888.15,557.25
ORD00261,2023-03-14,FUR_260,Sofa,Furniture,East,Kolkata,CUST8848,Female,42,9,3928,15,30049.2,23141.04,6908.16
ORD00262,2023-11-20,FUR_709,Chair,Furniture,East,Patna,CUST4173,Male,63,4,1737,10,6253.2,4573.91,1679.29
ORD00263,2023-03-23,FUR_496,Chair,Furniture,North,Chandigarh,CUST2000,Male,40,3,1488,10,4017.6,3396.28,621.32
ORD00264,2023-12-10,CLO_921,Shirt,Clothing,East,Bhubaneswar,CUST1454,Female,42,5,3826,5,18173.5,14340.03,3833.47
ORD00265,2023-07-18,CLO_242,Shirt,Clothing,North,Delhi,CUST3875,Female,46,9,1540,10,12474,8373.34,4100.66
ORD00266,2023-10-18,ELE_201,Headphones,Electronics,North,Delhi,CUST8010,Female,25,2,3089,15,5251.3,3939.18,1312.12
ORD00267,2023-03-26,GRO_893,Eggs,Groceries,West,Pune,CUST7471,Male,19,6,2047,15,10439.7,6344.13,4095.57
ORD00268,2023-06-03,FUR_764,Sofa,Furniture,North,Delhi,CUST1011,Female,22,2,4499,10,8098.2,6268.43,1829.77
ORD00269,2023-10-27,GRO_839,Fruits,Groceries,West,Pune,CUST9234,Female,40,6,2645,15,13489.5,10989.18,2500.32
ORD00270,2023-01-21,CLO_506,Shirt,Clothing,East,Bhubaneswar,CUST5431,Male,64,5,814,10,3663,2615.46,1047.54
ORD00271,2023-11-20,CLO_888,Jacket,Clothing,North,Chandigarh,CUST1140,Female,39,3,1063,15,2710.65,1835.2,875.45
ORD00272,2023-02-21,FUR_593,Chair,Furniture,South,Bangalore,CUST4610,Male,46,3,205,20,492,385.29,106.71
ORD00273,2023-05-26,CLO_101,Shirt,Clothing,South,Hyderabad,CUST7787,Male,43,9,4545,10,36814.5,24089.38,12725.12
ORD00274,2023-12-17,CLO_207,Jeans,Clothing,East,Bhubaneswar,CUST8052,Male,48,7,2459,20,13770.4,11539.9,2230.5
ORD00275,2023-10-25,CLO_135,Shirt,Clothing,East,Bhubaneswar,CUST6203,Male,21,6,1898,20,9110.4,7695.78,1414.62
ORD00276,2023-06-21,ELE_475,Smartphone,Electronics,South,Bangalore,CUST7284,Male,39,6,1400,15,7140,6177.97,962.03
ORD00277,2023-01-26,CLO_620,Shoes,Clothing,North,Delhi,CUST1009,Female,41,9,1760,20,12672,11047.04,1624.96
ORD00278,2023-06-01,ELE_819,Headphones,Electronics,West,Ahmedabad,CUST2072,Female,43,5,4245,15,18041.25,14786.38,3254.87
ORD00279,2023-04-10,GRO_159,Fruits,Groceries,South,Bangalore,CUST4273,Male,42,2,3140,0,6280,4566.71,1713.29
ORD00280,2023-03-10,CLO_786,Jeans,Clothing,South,Hyderabad,CUST1482,Male,61,2,4868,15,8275.6,5503.46,2772.14
ORD00281,2023-05-30,ELE_531,Tablet,Electronics,South,Hyderabad,CUST3852,Male,32,3,1087,20,2608.8,1726.65,882.15
ORD00282,2023-01-11,ELE_749,Tablet,Electronics,East,Kolkata,CUST2100,Male,42,2,1443,5,2741.7,1757.24,984.46
ORD00283,2023-03-26,GRO_757,Milk,Groceries,East,Patna,CUST7780,Male,56,9,3451,20,24847.2,15865.39,8981.81
ORD00284,2023-01-19,FUR_679,Sofa,Furniture,South,Bangalore,CUST2241,Male,55,7,4231,5,28136.15,17604.72,10531.43
ORD00285,2023-12-19,GRO_775,Rice,Groceries,South,Bangalore,CUST1072,Male,25,1,2014,15,1711.9,1203.58,508.32
ORD00286,2023-07-15,FUR_880,Table,Furniture,North,Delhi,CUST7704,Male,19,5,2575,15,10943.75,7333.56,3610.19
ORD00287,2023-05-29,FUR_875,Bed,Furniture,North,Chandigarh,CUST8397,Female,25,2,166,5,315.4,239.67,75.73
ORD00288,2023-02-27,GRO_358,Fruits,Groceries,South,Chennai,CUST9533,Male,23,2,2874,15,4885.8,3486.23,1399.57
ORD00289,2023-04-12,FUR_308,Table,Furniture,South,Hyderabad,CUST4874,Male,51,7,4311,20,24141.6,14920.54,9221.06
ORD00290,2023-10-27,ELE_541,Headphones,Electronics,South,Chennai,CUST4374,Male,33,9,2202,15,16845.3,13928.52,2916.78
ORD00291,2023-05-25,ELE_499,Tablet,Electronics,West,Mumbai,CUST4719,Male,37,3,1779,0,5337,3814.66,1522.34
ORD00292,2023-10-06,GRO_447,Fruits,Groceries,North,Chandigarh,CUST7770,Male,57,6,1640,15,8364,6868.13,1495.87
ORD00293,2023-09-05,GRO_463,Fruits,Groceries,East,Bhubaneswar,CUST3368,Male,47,5,4137,10,18616.5,12605.5,6011
ORD00294,2023-08-19,CLO_899,Shoes,Clothing,East,Bhubaneswar,CUST6280,Male,33,6,1623,0,9738,7913.33,1824.67
ORD00295,2023-05-22,ELE_903,Laptop,Electronics,South,Hyderabad,CUST5576,Male,40,2,1701,0,3402,2429.96,972.04
ORD00296,2023-09-15,CLO_860,Jeans,Clothing,West,Mumbai,CUST3496,Male,28,3,1825,20,4380,3215.62,1164.38
ORD00297,2023-07-15,CLO_565,Shirt,Clothing,West,Pune,CUST5406,Female,23,3,505,0,1515,1134.87,380.13
ORD00298,2023-12-08,GRO_415,Fruits,Groceries,South,Chennai,CUST9435,Female,59,1,4237,15,3601.45,2744.02,857.43
ORD00299,2023-10-18,GRO_257,Eggs,Groceries,East,Bhubaneswar,CUST8629,Female,23,3,4019,0,12057,8000.96,4056.04
ORD00300,2023-01-14,FUR_172,Sofa,Furniture,East,Bhubaneswar,CUST8842,Female,19,2,3078,0,6156,4332.78,1823.22
ORD00301,2023-10-03,FUR_867,Sofa,Furniture,North,Delhi,CUST6656,Male,19,9,4359,10,35307.9,27607.65,7700.25
ORD00302,2023-11-17,ELE_209,Tablet,Electronics,South,Hyderabad,CUST5917,Female,63,4,3046,15,10356.4,9174.11,1182.29
ORD00303,2023-01-25,FUR_752,Table,Furniture,North,Chandigarh,CUST3529,Female,25,5,1063,0,5315,3404.52,1910.48
ORD00304,2023-03-09,FUR_272,Table,Furniture,South,Chennai,CUST8179,Female,49,4,3136,0,12544,7924.04,4619.96
ORD00305,2023-06-09,ELE_960,Tablet,Electronics,North,Delhi,CUST5349,Male,19,7,2053,20,11496.8,8483.95,3012.85
ORD00306,2023-05-10,ELE_481,Smartphone,Electronics,South,Bangalore,CUST4850,Female,48,8,556,20,3558.4,2594.43,963.97
ORD00307,2023-04-09,CLO_248,Shoes,Clothing,North,Delhi,CUST6448,Female,45,3,499,20,1197.6,740.94,456.66
ORD00308,2023-09-17,CLO_871,Jacket,Clothing,South,Chennai,CUST2638,Male,57,1,2248,0,2248,1763.7,484.3
ORD00309,2023-11-04,GRO_320,Fruits,Groceries,East,Kolkata,CUST1419,Male,55,7,1608,15,9567.6,8285.36,1282.24
ORD00310,2023-03-03,GRO_867,Milk,Groceries,North,Delhi,CUST3044,Male,52,7,2239,20,12538.4,9334.72,3203.68
ORD00311,2023-08-17,FUR_697,Table,Furniture,North,Lucknow,CUST4716,Female,19,5,2393,0,11965,10015.92,1949.08
ORD00312,2023-05-29,CLO_749,Jeans,Clothing,East,Kolkata,CUST8638,Female,56,5,3184,0,15920,9609.89,6310.11
ORD00313,2023-08-30,ELE_592,Laptop,Electronics,South,Hyderabad,CUST8380,Male,35,5,4368,15,18564,11375.83,7188.17
ORD00314,2023-07-07,CLO_494,Shoes,Clothing,South,Bangalore,CUST5798,Male,38,4,4378,10,15760.8,10162.11,5598.69
ORD00315,2023-07-15,FUR_645,Sofa,Furniture,North,Chandigarh,CUST5719,Male,35,8,3904,5,29670.4,21313.52,8356.88
ORD00316,2023-02-11,GRO_120,Milk,Groceries,East,Kolkata,CUST3672,Female,58,1,3291,10,2961.9,2057.4,904.5
ORD00317,2023-05-09,ELE_229,Headphones,Electronics,North,Lucknow,CUST1571,Male,46,1,341,5,323.95,198.1,125.85
ORD00318,2023-08-20,CLO_888,Shirt,Clothing,North,Delhi,CUST8451,Female,28,7,2949,20,16514.4,11822.74,4691.66
ORD00319,2023-08-02,CLO_299,Jeans,Clothing,North,Delhi,CUST8088,Male,32,1,4026,5,3824.7,2889.65,935.05
ORD00320,2023-03-10,GRO_515,Fruits,Groceries,South,Hyderabad,CUST8083,Male,18,7,2248,20,12588.8,7733.92,4854.88
ORD00321,2023-07-19,FUR_604,Chair,Furniture,South,Bangalore,CUST4456,Female,62,3,507,20,1216.8,768.54,448.26
ORD00322,2023-01-17,CLO_744,Shoes,Clothing,East,Kolkata,CUST1147,Male,38,8,3997,0,31976,23616.96,8359.04
ORD00323,2023-08-16,GRO_750,Eggs,Groceries,South,Hyderabad,CUST5531,Male,32,3,2646,5,7541.1,4943.63,2597.47
ORD00324,2023-09-18,FUR_872,Bed,Furniture,East,Patna,CUST7493,Female,49,8,1673,15,11376.4,7107.81,4268.59
ORD00325,2023-08-08,FUR_436,Sofa,Furniture,West,Mumbai,CUST2246,Female,25,8,2476,15,16836.8,12031.27,4805.53
ORD00326,2023-02-18,ELE_903,Tablet,Electronics,North,Chandigarh,CUST7979,Female,31,9,2316,20,16675.2,14806.71,1868.49
ORD00327,2023-04-29,FUR_289,Sofa,Furniture,South,Bangalore,CUST7910,Female,27,5,3847,0,19235,13230.73,6004.27
ORD00328,2023-09-15,FUR_473,Chair,Furniture,South,Chennai,CUST1780,Male,49,2,622,5,1181.8,724.59,457.21
ORD00329,2023-09-30,ELE_501,Laptop,Electronics,West,Pune,CUST6784,Male,57,9,3797,20,27338.4,24137.7,3200.7
ORD00330,2023-08-01,ELE_271,Tablet,Electronics,North,Chandigarh,CUST1685,Female,38,3,1667,0,5001,3476.08,1524.92
ORD00331,2023-02-08,GRO_596,Eggs,Groceries,East,Kolkata,CUST5875,Female,58,2,2296,5,4362.4,3605.58,756.82
ORD00332,2023-05-29,CLO_737,Shoes,Clothing,South,Hyderabad,CUST1301,Female,57,7,4858,10,30605.4,24387.87,6217.53
ORD00333,2023-07-22,FUR_355,Sofa,Furniture,North,Chandigarh,CUST9789,Male,39,9,2681,0,24129,18383.09,5745.91
ORD00334,2023-09-26,CLO_565,Shirt,Clothing,North,Lucknow,CUST5558,Female,44,2,3778,5,7178.2,5358.66,1819.54
ORD00335,2023-03-29,FUR_143,Table,Furniture,North,Lucknow,CUST9652,Female,39,5,1824,15,7752,6380.11,1371.89
ORD00336,2023-01-03,ELE_802,Headphones,Electronics,South,Chennai,CUST2653,Male,36,7,2560,5,17024,10693.24,6330.76
ORD00337,2023-04-18,ELE_466,Headphones,Electronics,South,Hyderabad,CUST8295,Male,54,8,461,15,3134.8,2405.69,729.11
ORD00338,2023-03-13,CLO_228,Jacket,Clothing,North,Lucknow,CUST6995,Female,22,3,548,10,1479.6,1011.12,468.48
ORD00339,2023-08-12,ELE_931,Laptop,Electronics,West,Mumbai,CUST9033,Male,60,9,3181,0,28629,23553.2,5075.8
ORD00340,2023-10-29,FUR_330,Table,Furniture,East,Bhubaneswar,CUST3159,Male,30,9,2647,10,21440.7,16235.92,5204.78
ORD00341,2023-08-22,GRO_701,Milk,Groceries,West,Pune,CUST9505,Male,29,1,1137,10,1023.3,844.08,179.22
ORD00342,2023-01-20,CLO_686,Shirt,Clothing,South,Chennai,CUST4983,Female,48,7,3995,5,26566.75,19941.4,6625.35
ORD00343,2023-07-05,CLO_231,Jeans,Clothing,East,Patna,CUST6251,Male,37,8,1113,0,8904,6926.54,1977.46
ORD00344,2023-10-20,ELE_841,Laptop,Electronics,North,Delhi,CUST6588,Female,57,7,2552,5,16970.8,10330.49,6640.31
ORD00345,2023-09-17,GRO_287,Milk,Groceries,West,Ahmedabad,CUST2080,Male,62,4,2420,20,7744,6012.91,1731.09
ORD00346,2023-01-04,FUR_320,Sofa,Furniture,West,Pune,CUST4586,Female,41,5,4531,10,20389.5,13612.68,6776.82
ORD00347,2023-09-11,CLO_635,Shirt,Clothing,North,Lucknow,CUST1161,Female,47,2,3359,15,5710.3,4839.56,870.74
ORD00348,2023-11-01,GRO_418,Milk,Groceries,East,Kolkata,CUST6997,Female,36,6,763,15,3891.3,2724.97,1166.33
ORD00349,2023-01-30,ELE_413,Tablet,Electronics,South,Bangalore,CUST6093,Female,48,4,2166,0,8664,6342.57,2321.43
ORD00350,2023-08-16,FUR_449,Sofa,Furniture,South,Chennai,CUST7256,Male,50,2,930,20,1488,991.28,496.72
ORD00351,2023-09-08,FUR_575,Table,Furniture,East,Patna,CUST2019,Female,62,1,2548,5,2420.6,1915.34,505.26
ORD00352,2023-05-28,CLO_851,Jacket,Clothing,South,Chennai,CUST3010,Female,32,6,2225,15,11347.5,9352.22,1995.28
ORD00353,2023-12-25,ELE_236,Headphones,Electronics,West,Pune,CUST4471,Female,22,9,599,20,4312.8,3056.35,1256.45
ORD00354,2023-02-19,ELE_870,Laptop,Electronics,North,Delhi,CUST6068,Female,60,1,1985,10,1786.5,1517.65,268.85
ORD00355,2023-07-17,ELE_948,Headphones,Electronics,North,Lucknow,CUST9186,Male,62,3,4086,5,11645.1,7892.92,3752.18
ORD00356,2023-10-29,FUR_680,Bed,Furniture,North,Lucknow,CUST8999,Female,54,4,2196,10,7905.6,5775.47,2130.13
ORD00357,2023-07-11,CLO_360,Shoes,Clothing,West,Mumbai,CUST4331,Male,56,7,3078,0,21546,15751.32,5794.68
ORD00358,2023-11-09,FUR_711,Chair,Furniture,South,Bangalore,CUST1685,Female,61,9,1719,15,13150.35,10481.97,2668.38
ORD00359,2023-02-05,ELE_824,Headphones,Electronics,East,Patna,CUST2431,Female,61,6,1343,15,6849.3,4676.13,2173.17
ORD00360,2023-08-08,GRO_369,Fruits,Groceries,North,Delhi,CUST1631,Male,27,6,2114,10,11415.6,8389.58,3026.02
ORD00361,2023-07-24,GRO_681,Fruits,Groceries,East,Kolkata,CUST6675,Male,26,4,1819,15,6184.6,3797.04,2387.56
ORD00362,2023-12-04,CLO_349,Shirt,Clothing,East,Kolkata,CUST1874,Female,38,4,789,15,2682.6,1940.4,742.2
ORD00363,2023-01-07,GRO_169,Fruits,Groceries,East,Patna,CUST1671,Male,28,4,3826,20,12243.2,10585.97,1657.23
ORD00364,2023-06-03,GRO_591,Rice,Groceries,West,Mumbai,CUST4959,Male,31,9,4360,0,39240,35095.83,4144.17
ORD00365,2023-03-23,GRO_680,Fruits,Groceries,West,Ahmedabad,CUST4670,Male,43,5,2452,15,10421,7702.99,2718.01
ORD00366,2023-12-11,ELE_952,Headphones,Electronics,North,Chandigarh,CUST7588,Male,58,1,4824,5,4582.8,3059.45,1523.35
ORD00367,2023-11-23,GRO_697,Fruits,Groceries,North,Lucknow,CUST4062,Female,50,1,1787,20,1429.6,906.98,522.62
ORD00368,2023-12-20,FUR_127,Table,Furniture,North,Lucknow,CUST8097,Male,60,9,3769,0,33921,25937.75,7983.25
ORD00369,2023-04-08,FUR_593,Table,Furniture,West,Mumbai,CUST4648,Male,27,5,3688,20,14752,13036.48,1715.52
ORD00370,2023-04-22,CLO_156,Jacket,Clothing,South,Hyderabad,CUST4137,Male,27,2,3315,0,6630,4797,1833
ORD00371,2023-05-05,GRO_778,Fruits,Groceries,South,Bangalore,CUST9535,Male,64,8,4766,15,32408.8,23910.3,8498.5
ORD00372,2023-07-11,FUR_342,Table,Furniture,West,Mumbai,CUST2854,Male,49,7,2424,20,13574.4,8815.38,4759.02
ORD00373,2023-03-09,FUR_977,Sofa,Furniture,South,Bangalore,CUST6774,Female,57,5,1849,15,7858.25,5095.96,2762.29
ORD00374,2023-09-27,CLO_480,Shirt,Clothing,East,Kolkata,CUST7823,Male,45,1,4642,20,3713.6,2843.7,869.9
ORD00375,2023-09-05,FUR_353,Bed,Furniture,South,Hyderabad,CUST4970,Female,25,1,1677,15,1425.45,1068.15,357.3
ORD00376,2023-09-19,FUR_778,Sofa,Furniture,East,Bhubaneswar,CUST7744,Female,60,3,4502,15,11480.1,7561.74,3918.36
ORD00377,2023-09-25,FUR_685,Table,Furniture,West,Pune,CUST1007,Male,41,9,2311,10,18719.1,12783.88,5935.22
ORD00378,2023-03-13,ELE_666,Smartphone,Electronics,South,Bangalore,CUST6000,Male,64,8,4663,10,33573.6,25762.57,7811.03
ORD00379,2023-09-20,GRO_947,Rice,Groceries,East,Kolkata,CUST7530,Female,62,3,382,5,1088.7,743.66,345.04
ORD00380,2023-02-09,ELE_585,Tablet,Electronics,West,Ahmedabad,CUST4200,Male,25,5,787,10,3541.5,2286.5,1255
ORD00381,2023-09-17,ELE_465,Smartphone,Electronics,South,Hyderabad,CUST6906,Male,49,9,4058,0,36522,32509.62,4012.38
ORD00382,2023-03-04,FUR_208,Sofa,Furniture,South,Bangalore,CUST6108,Male,38,2,1383,10,2489.4,2238.28,251.12
ORD00383,2023-08-11,CLO_670,Shirt,Clothing,South,Chennai,CUST9438,Female,44,5,1660,0,8300,5211.65,3088.35
ORD00384,2023-07-15,GRO_892,Fruits,Groceries,North,Lucknow,CUST8833,Male,22,3,3647,5,10393.95,8912.32,1481.63
ORD00385,2023-05-14,CLO_310,Shoes,Clothing,South,Hyderabad,CUST8544,Male,28,2,3090,5,5871,4670.38,1200.62
ORD00386,2023-08-01,GRO_827,Fruits,Groceries,South,Hyderabad,CUST1587,Male,45,5,3931,5,18672.25,11691.7,6980.55
ORD00387,2023-06-12,FUR_791,Sofa,Furniture,South,Hyderabad,CUST7450,Female,64,2,1198,5,2276.2,1810.36,465.84
ORD00388,2023-06-25,GRO_995,Rice,Groceries,South,Bangalore,CUST7416,Male,22,3,4484,15,11434.2,7293.64,4140.56
ORD00389,2023-09-29,ELE_165,Headphones,Electronics,West,Ahmedabad,CUST5578,Female,57,8,255,0,2040,1641.18,398.82
ORD00390,2023-07-20,CLO_759,Shirt,Clothing,East,Patna,CUST7144,Female,25,7,954,15,5676.3,3537.04,2139.26
ORD00391,2023-03-08,FUR_615,Table,Furniture,West,Pune,CUST1441,Male,42,6,4728,20,22694.4,13842.6,8851.8
ORD00392,2023-04-27,GRO_401,Milk,Groceries,West,Pune,CUST9179,Female,31,4,559,10,2012.4,1347.96,664.44
ORD00393,2023-12-21,CLO_863,Jacket,Clothing,South,Bangalore,CUST8374,Female,35,3,3908,5,11137.8,9603.77,1534.03
ORD00394,2023-08-07,GRO_506,Eggs,Groceries,North,Chandigarh,CUST4674,Female,51,8,2697,0,21576,14413.18,7162.82
ORD00395,2023-11-24,ELE_801,Tablet,Electronics,West,Pune,CUST6661,Female,31,4,2004,5,7615.2,4665.13,2950.07
ORD00396,2023-12-10,CLO_369,Shoes,Clothing,West,Mumbai,CUST5249,Male,55,7,4857,20,27199.2,23323.38,3875.82
ORD00397,2023-03-24,FUR_721,Chair,Furniture,East,Patna,CUST3946,Male,59,3,2431,0,7293,4415.2,2877.8
ORD00398,2023-11-23,CLO_817,Shoes,Clothing,West,Pune,CUST8230,Male,26,7,4828,20,27036.8,18505.51,8531.29
ORD00399,2023-04-30,FUR_536,Sofa,Furniture,North,Chandigarh,CUST3723,Female,57,1,385,10,346.5,212.69,133.81
ORD00400,2023-06-10,FUR_475,Sofa,Furniture,North,Delhi,CUST2762,Male,58,9,167,0,1503,1297.35,205.65
ORD00401,2023-01-02,CLO_972,Jacket,Clothing,East,Bhubaneswar,CUST8804,Male,63,6,4108,0,24648,22102.07,2545.93
ORD00402,2023-09-12,GRO_794,Fruits,Groceries,South,Chennai,CUST8183,Male,46,1,2579,20,2063.2,1259.38,803.82
ORD00403,2023-02-04,ELE_878,Tablet,Electronics,West,Pune,CUST2492,Male,38,5,1399,0,6995,4659.14,2335.86
ORD00404,2023-06-21,GRO_300,Milk,Groceries,North,Chandigarh,CUST4516,Male,26,4,1158,10,4168.8,3538.42,630.38
