Year,Month,Model,Type,Power,Region,Country,Units_Sold,Avg_Price_USD,Revenue_USD,Cost_USD,Profit_USD,Profit_Margin,Gross_Margin,Operating_Expenses_USD,Net_Profit_USD,ROI,EBITDA_Margin
2021,Jul,4 Series,Coupe,Electric,China,China,841,70699,59457859,48559861,10897998,18.33,22.53,7537975.47,3360022.53,6.92,32.6
2021,Jul,4 Series,Coupe,Diesel,Rest_of_World,Brazil,1097,84760,92981720,61869158.04,,33.46,31.52,11788078.76,,,41.59
2021,Jul,8 Series,Coupe,Hybrid,Europe,Germany,1302,61956,80666712,66937915.61,13728796.39,17.02,47.86,10226801.08,3501995.31,5.23,57.93
2021,Jul,8 Series,Coupe,Hybrid,USA,USA,847,39610,33549670,26636406.96,6913263.04,20.61,47.57,4253375.31,2659887.73,9.99,57.64
2021,Jul,8 Series,Coupe,Petrol,China,China,760,50110,38083600,25570757.82,12512842.18,32.86,30.03,4828179.95,7684662.23,30.05,40.1
2021,Jul,8 Series,Coupe,Petrol,Rest_of_World,South Africa,1149,,60005376,45769351.17,14236024.83,23.72,34.09,7607388.83,6628636,14.48,44.16
2021,Jul,i3,Hatchback,Electric,Europe,France,833,86733,72248589,48554882.1,,32.79,28.49,9159564.45,,,38.56
2021,Jul,i3,Hatchback,Electric,USA,USA,1102,63528,70007856,52978348.67,17029507.33,24.33,20.28,8875487.79,8154019.54,15.39,30.35
2021,Jul,i3,Hatchback,Electric,China,China,1142,47253,53962926,36128418.41,17834507.59,33.05,25.27,6841336.36,10993171.23,30.43,35.34
2021,Jul,i3,Hatchback,Electric,Rest_of_World,Australia,582,94634,,35931912.19,19145075.81,34.76,28.78,,,,38.85
2021,Jul,X6,SUV,Diesel,Europe,Germany,1232,77428,95391296,68566298.83,26824997.17,28.12,21.59,12093561.08,14731436.09,21.48,31.66
2021,Jul,X6,SUV,Petrol,USA,USA,382,73547,28094954,21905549.53,6189404.47,22.03,42.98,3561834.85,2627569.62,11.99,53.05
2021,Jul,X6,SUV,Electric,China,China,2021,104810,211821010,140781899.3,71039110.7,33.54,46.34,26854340.28,44184770.42,31.39,56.41
2021,Jul,X6,SUV,Electric,Rest_of_World,India,416,115962,48240192,34028346,14211846,29.46,21.58,6115816.99,8096029.01,23.79,31.65
2021,Aug,3 Series,Sedan,Hybrid,Europe,UK,2000,110486,220972000,144565809.6,,34.58,21.18,28014488.65,,,31.25
2021,Aug,3 Series,Sedan,Petrol,USA,USA,1672,,97959136,80235598.51,17723537.49,18.09,21.1,12419107.87,5304429.62,6.61,31.17
2021,Aug,3 Series,Sedan,Petrol,China,China,1644,35881,58988364,47679803.31,11308560.69,19.17,25.45,7478453.62,3830107.07,8.03,35.52
2021,Aug,3 Series,Sedan,Electric,Rest_of_World,India,369,86489,31914441,26517895.15,5396545.85,16.91,29.08,4046063.51,1350482.34,5.09,39.15
2021,Aug,5 Series,Sedan,Diesel,Europe,Germany,1413,89331,126224703,100793186,25431516.99,20.15,33.22,16002572.77,9428944.22,9.35,43.29
2021,Aug,5 Series,Sedan,Hybrid,USA,USA,1651,51698,,59513027.67,25840370.33,30.27,31.04,,,,41.11
2021,Aug,5 Series,Sedan,Hybrid,China,China,616,108626,66913616,47279983.21,19633632.79,29.34,29.54,8483204.82,11150427.97,23.58,39.61
2021,Aug,5 Series,Sedan,Electric,Rest_of_World,Australia,597,41212,24603564,20898066.61,3705497.39,15.06,39.57,3119201.82,586295.57,2.81,49.64
2021,Aug,7 Series,Sedan,Petrol,Europe,Spain,1783,59980,106944340,74665354.42,32278985.58,30.18,27.94,13558238.14,18720747.44,25.07,38.01
2021,Aug,7 Series,Sedan,Hybrid,USA,USA,2090,84424,176446160,145861163.9,30584996.09,17.33,36.1,22369571.47,8215424.62,5.63,46.17
2021,Aug,7 Series,Sedan,Electric,China,China,2043,83574,170741682,125269855.2,45471826.81,26.63,44.18,21646366.56,23825460.25,19.02,54.25
2021,Aug,7 Series,Sedan,Hybrid,Rest_of_World,India,847,45693,38701971,26526877.63,12175093.37,31.46,32.85,4906576.07,7268517.3,27.4,42.92
2021,Aug,X1,SUV,Petrol,Europe,France,1108,94182,104353656,85084446.42,19269209.58,18.47,20.65,13229795.23,6039414.35,7.1,30.72
2021,Aug,X1,SUV,Hybrid,USA,USA,1428,,87549252,71897473.5,15651778.5,17.88,33.62,11099358.86,4552419.64,6.33,43.69
2021,Aug,X1,SUV,Petrol,China,China,619,105343,65207317,53536892.96,11670424.04,17.9,35.07,8266882.87,3403541.17,6.36,45.14
2021,Aug,X1,SUV,Diesel,Rest_of_World,South Africa,478,47655,22779090,15160480.34,7618609.66,33.45,31.55,2887897.83,4730711.83,31.2,41.62
2021,Aug,X3,SUV,Electric,Europe,Germany,1328,106307,141175696,102237807.4,38937888.63,27.58,37,17898036.55,21039852.08,20.58,47.07
2021,Aug,X3,SUV,Petrol,USA,USA,262,109784,28763408,19969013.29,8794394.71,30.57,35.54,3646580.41,5147814.3,25.78,45.61
2021,Aug,X3,SUV,Hybrid,China,China,1654,97829,161809166,136605091.6,25204074.43,15.58,36.41,20513915.99,4690158.44,3.43,46.48
2021,Aug,X3,SUV,Electric,Rest_of_World,Japan,1920,44181,84827520,63796289.97,21031230.03,24.79,34.73,10754301.88,10276928.15,16.11,44.8
2021,Aug,X5,SUV,Hybrid,Europe,Italy,656,,34872960,25824160.95,9048799.05,25.95,24.44,4421139.97,4627659.08,17.92,34.51
2021,Aug,X5,SUV,Petrol,USA,USA,864,51354,44369856,35165495.55,9204360.45,20.74,25.2,5625141.77,3579218.68,10.18,35.27
2021,Aug,X5,SUV,Diesel,China,China,556,49593,27573708,22446042.66,5127665.34,18.6,35.93,3495752.09,1631913.25,7.27,46
2021,Aug,X5,SUV,Petrol,Rest_of_World,Brazil,2007,111748,224278236,183492915.2,40785320.82,18.19,30.72,28433648.14,12351672.68,6.73,40.79
2021,Aug,X7,SUV,Petrol,Europe,Spain,817,88607,72391919,56530571.23,15861347.77,21.91,43.74,9177735.61,6683612.16,11.82,53.81
2021,Aug,X7,SUV,Petrol,USA,USA,399,73888,29481312,19517621.67,,33.8,44.01,3737595.17,,,54.08
2021,Aug,X7,SUV,Electric,China,China,2040,110407,225230280,155840700.6,69389579.41,30.81,25.13,28554346.8,40835232.61,26.2,35.2
2021,Aug,X7,SUV,Diesel,Rest_of_World,Australia,1334,53304,71107536,48400766.54,22706769.46,31.93,37.98,9014903.52,13691865.94,28.29,48.05
2021,Aug,Z4,Convertible,Diesel,Europe,Germany,1308,57766,75557928,58219401.09,17338526.91,22.95,35.85,9579117.34,7759409.57,13.33,45.92
2021,Aug,Z4,Convertible,Hybrid,USA,USA,768,43752,33601536,24817633.34,8783902.66,26.14,25.7,4259950.8,4523951.86,18.23,35.77
2021,Aug,Z4,Convertible,Hybrid,China,China,1883,113133,213029439,179002165.1,34027273.87,15.97,47.97,27007543.04,7019730.83,3.92,58.04
2021,Aug,Z4,Convertible,Diesel,Rest_of_World,India,1472,57301,84347072,61559034.63,22788037.37,27.02,37.75,10693391.43,12094645.94,19.65,47.82
2021,Aug,i4,Coupe,Electric,Europe,Italy,341,85571,29179711,19027255.52,10152455.48,34.79,20.6,3699358.66,6453096.82,33.92,30.67
2021,Aug,i4,Coupe,Electric,USA,USA,456,107525,49031400,36590377,12441023,25.37,33.66,6216125.11,6224897.89,17.01,43.73
2021,Aug,i4,Coupe,Electric,China,China,1744,70205,122437520,82751770.07,39685749.93,32.41,24.73,15522439.56,24163310.37,29.2,34.8
2021,Aug,i4,Coupe,Electric,Rest_of_World,Brazil,760,97556,74142560,48476305.44,25666254.56,34.62,48.6,9399679.17,16266575.39,33.56,58.67
2021,Aug,iX,SUV,Electric,Europe,Spain,353,57185,20186305,15599079.72,4587225.28,22.72,41.5,2559188.55,2028036.73,13,51.57
2021,Aug,iX,SUV,Electric,USA,USA,2084,40326,84039384,66087189.14,17952194.86,21.36,22.08,10654383.22,7297811.64,11.04,32.15
2021,Aug,iX,SUV,Electric,China,China,1212,63969,77530428,64090757.36,13439670.64,17.33,39.47,9829187.84,3610482.8,5.63,49.54
2021,Aug,iX,SUV,Electric,Rest_of_World,Brazil,1720,101827,,146618058.9,28524381.14,16.29,45.18,,,,55.25
2021,Aug,i7,Sedan,Electric,Europe,UK,301,44481,13388781,10981252.32,2407528.68,17.98,49.63,1697408.96,710119.72,6.47,59.7
2021,Aug,i7,Sedan,Electric,USA,USA,400,62143,24857200,18733150.34,6124049.66,24.64,26.95,3151357.4,2972692.26,15.87,37.02
2021,Aug,i7,Sedan,Electric,China,China,1866,86897,162149802,130224133.2,,19.69,34.07,20557101.29,,,44.14
2021,Aug,i7,Sedan,Electric,Rest_of_World,Australia,892,112527,100374084,68670468.99,31703615.01,31.59,24.88,12725271.24,18978343.77,27.64,34.95
2021,Aug,M3,Sedan,Petrol,Europe,France,1277,110349,140915673,115791228.5,25124444.54,17.83,43.29,17865071.24,7259373.3,6.27,53.36
2021,Aug,M3,Sedan,Petrol,USA,USA,1111,36044,40044884,33624010.67,6420873.33,16.03,33.67,5076828.5,1344044.83,4,43.74
2021,Aug,M3,Sedan,Petrol,China,China,1592,113197,180209624,134814742,45394881.98,25.19,45.2,22846697.62,22548184.36,16.73,55.27
2021,Aug,M3,Sedan,Petrol,Rest_of_World,Japan,1076,42533,45765508,30583411.57,15182096.43,33.17,44.6,5802080.37,9380016.06,30.67,54.67
2021,Aug,M5,Sedan,Petrol,Europe,Italy,631,79393,50096983,32638862.88,17458120.12,34.85,25.65,6351218.08,11106902.04,34.03,35.72
2021,Aug,M5,Sedan,Petrol,USA,USA,2043,47692,97434756,81325281.84,16109474.16,16.53,41.46,12352627.78,3756846.38,4.62,51.53
2021,Aug,M5,Sedan,Petrol,China,China,984,42387,41708808,33361095.57,8347712.43,20.01,31.08,5287778.22,3059934.21,9.17,41.15
2021,Aug,M5,Sedan,Petrol,Rest_of_World,Japan,284,101965,28958060,20803681.84,8154378.16,28.16,20.84,3671258.09,4483120.07,21.55,30.91
2021,Aug,M8,Coupe,Petrol,Europe,UK,1082,45038,48731116,34065183.87,14665932.13,30.1,46.76,6178055.57,8487876.56,24.92,56.83
2021,Aug,M8,Coupe,Petrol,USA,USA,775,98045,75984875,61914678.56,,18.52,35.99,9633245.02,,,46.06
2021,Aug,M8,Coupe,Petrol,China,China,1009,103895,104830055,80447324.06,24382730.94,23.26,37.66,13290192.36,11092538.58,13.79,47.73
2021,Aug,M8,Coupe,Petrol,Rest_of_World,Australia,1948,44991,87642468,70551326.38,17091141.62,19.5,39.9,11111176.64,5979964.98,8.48,49.97
2021,Aug,iX3,SUV,Electric,Europe,Germany,295,50273,14830535,10269843.41,4560691.59,30.75,35.35,1880192.31,2680499.28,26.1,45.42
2021,Aug,iX3,SUV,Electric,USA,USA,1354,37113,50251002,39295445.71,,21.8,43.95,6370744.37,,,54.02
2021,Aug,iX3,SUV,Electric,China,China,2019,116161,,188614978.5,,19.58,23.7,,,,33.77
2021,Aug,iX3,SUV,Electric,Rest_of_World,Japan,1215,63493,77143995,60553020.09,16590974.91,21.51,42.37,9780196.46,6810778.45,11.25,52.44
2021,Aug,2 Series,Hatchback,Petrol,Europe,UK,1538,99422,152911036,127149555.7,25761480.3,16.85,30.58,19385824.82,6375655.48,5.01,40.65
2021,Aug,2 Series,Hatchback,Petrol,USA,USA,1419,76117,108010023,75630987.27,32379035.73,29.98,38.15,13693343.79,18685691.94,24.71,48.22
2021,Aug,2 Series,Hatchback,Electric,China,China,1149,,89214105,60249062.35,28965042.65,32.47,40.3,11310426.35,17654616.3,29.3,50.37
2021,Aug,2 Series,Hatchback,Electric,Rest_of_World,India,1514,58133,88013362,70168895.01,17844466.99,20.27,22.98,11158198.01,6686268.98,9.53,33.05
2021,Aug,4 Series,Coupe,Hybrid,Europe,UK,1046,47097,49263462,34302770.49,14960691.51,30.37,40.59,6245545.58,8715145.93,25.41,50.66
2021,Aug,4 Series,Coupe,Hybrid,USA,USA,565,80034,45219210,37995360.97,7223849.03,15.98,34.79,5732821.56,1491027.47,3.92,44.86
2021,Aug,4 Series,Coupe,Electric,China,China,218,70629,15397122,10248023.43,5149098.57,33.44,20.45,1952023.33,3197075.24,31.2,30.52
2021,Aug,4 Series,Coupe,Diesel,Rest_of_World,South Africa,815,50390,41067850,32352332.96,8715517.04,21.22,31.69,5206518.55,3508998.49,10.85,41.76
2021,Aug,8 Series,Coupe,Hybrid,Europe,France,1176,88900,104546400,83132400.41,21413999.59,20.48,45.74,13254231.02,8159768.57,9.82,55.81
2021,Aug,8 Series,Coupe,Diesel,USA,USA,1003,78903,79139709,56845213.64,22294495.36,28.17,37.63,10033210,12261285.36,21.57,47.7
2021,Aug,8 Series,Coupe,Electric,China,China,1440,51799,74590560,53880666.91,,27.76,47.39,9456475.92,,,57.46
2021,Aug,8 Series,Coupe,Hybrid,Rest_of_World,Brazil,767,103390,79300130,64814520.01,14485609.99,18.27,43.27,10053547.92,4432062.07,6.84,53.34
2021,Aug,i3,Hatchback,Electric,Europe,Italy,667,56307,37556769,31346183.12,6210585.88,16.54,42.63,4761389.13,1449196.75,4.62,52.7
2021,Aug,i3,Hatchback,Electric,USA,USA,762,91058,69386196,52493092.54,16893103.46,24.35,47.45,8796674.69,8096428.77,15.42,57.52
2021,Aug,i3,Hatchback,Electric,China,China,348,84398,29370504,19915545.63,9454958.37,32.19,34.75,3723547.1,5731411.27,28.78,44.82
2021,Aug,i3,Hatchback,Electric,Rest_of_World,Australia,556,115572,64258032,41945637.02,22312394.98,34.72,28.98,8146533.99,14165860.99,33.77,39.05
2021,Aug,X6,SUV,Petrol,Europe,UK,1706,104233,177821498,116103731.1,61717766.88,34.71,32.68,22543934.69,39173832.19,33.74,42.75
2021,Aug,X6,SUV,Petrol,USA,USA,467,58052,27110284,19240025.92,,29.03,41.12,3436999.91,,,51.19
2021,Aug,X6,SUV,Electric,China,China,336,79870,26836320,,7318393.63,27.27,25.31,3402267.17,3916126.46,,35.38
2021,Aug,X6,SUV,Hybrid,Rest_of_World,Australia,1266,,131942520,108572064.9,23370455.1,17.71,20.72,16727468.77,6642986.33,6.12,30.79
2021,Sep,3 Series,Sedan,Electric,Europe,UK,1725,37117,64026825,43249962.53,,32.45,32.43,8117221.92,,,42.5
2021,Sep,3 Series,Sedan,Hybrid,USA,USA,2000,,124512000,87065503.61,37446496.39,30.07,43.47,15785438.93,21661057.46,24.88,53.54
2021,Sep,3 Series,Sedan,Hybrid,China,China,1103,101660,112130980,88735709.93,23395270.07,20.86,22.02,14215792.35,9179477.72,10.34,32.09
2021,Sep,3 Series,Sedan,Electric,Rest_of_World,Brazil,1651,75422,124521722,100651582.6,23870139.42,19.17,34.78,15786671.47,8083467.95,8.03,44.85
2021,Sep,5 Series,Sedan,Diesel,Europe,Germany,1954,59878,117001612,98579771.55,18421840.45,15.74,46.28,14833283.54,3588556.91,3.64,56.35
2021,Sep,5 Series,Sedan,Petrol,USA,USA,1248,,108859296,85796599.12,23062696.88,21.19,42.18,13801013.3,9261683.58,10.79,52.25
2021,Sep,5 Series,Sedan,Petrol,China,China,1705,69825,119051625,79050968.74,40000656.26,33.6,45.6,15093181.02,24907475.24,31.51,55.67
2021,Sep,5 Series,Sedan,Diesel,Rest_of_World,South Africa,2093,88975,186224675,126042253.9,60182421.07,32.32,42.99,23609276.49,36573144.58,29.02,53.06
2021,Sep,7 Series,Sedan,Hybrid,Europe,Italy,505,86117,43489085,35685382.07,7803702.93,17.94,41.73,5513478.98,2290223.95,6.42,51.8
2021,Sep,7 Series,Sedan,Petrol,USA,USA,1709,118705,202866845,138107663.3,64759181.69,31.92,49.74,25719145.08,39040036.61,28.27,59.81
2021,Sep,7 Series,Sedan,Electric,China,China,1324,78375,103768500,71430235.28,32338264.72,31.16,34.98,13155610.06,19182654.66,26.86,45.05
2021,Sep,7 Series,Sedan,Petrol,Rest_of_World,India,640,59972,38382080,26990341.43,11391738.57,29.68,42.48,4866020.78,6525717.79,24.18,52.55
2021,Sep,X1,SUV,Electric,Europe,France,1293,64099,82880007,68438656.85,14441350.15,17.42,35.3,10507399.2,3933950.95,5.75,45.37
2021,Sep,X1,SUV,Electric,USA,USA,215,,20942505,17483043.01,3459461.99,16.52,42.16,2655058.42,804403.57,4.6,52.23
2021,Sep,X1,SUV,Hybrid,China,China,605,84104,50882920,35923763.53,14959156.47,29.4,29.47,6450857.96,8508298.51,23.68,39.54
2021,Sep,X1,SUV,Hybrid,Rest_of_World,Japan,574,75935,43586690,35587736.75,7998953.25,18.35,27.32,5525853.19,2473100.06,6.95,37.39
2021,Sep,X3,SUV,Electric,Europe,Spain,1111,108156,120161316,95793653.1,24367662.9,20.28,44.9,15233865.93,9133796.97,9.53,54.97
2021,Sep,X3,SUV,Petrol,USA,USA,358,53129,19020182,,4095288.94,21.53,47.36,2411349.28,1683939.66,,57.43
2021,Sep,X3,SUV,Petrol,China,China,2063,95387,196783381,163614861.6,33168519.43,16.86,35.83,24947892.91,8220626.52,5.02,45.9
2021,Sep,X3,SUV,Diesel,Rest_of_World,Australia,1719,56158,96535602,70972146.86,25563455.14,26.48,42.07,12238634.43,13324820.71,18.77,52.14
2021,Sep,X5,SUV,Petrol,Europe,Germany,528,45932,24252096,16616453.23,7635642.77,31.48,37.52,3074643.25,4560999.52,27.45,47.59
2021,Sep,X5,SUV,Hybrid,USA,USA,1024,51219,52448256,44189414.64,,15.75,30.92,6649308.84,,,40.99
2021,Sep,X5,SUV,Hybrid,China,China,1360,91482,124415520,91962811.24,32452708.76,26.08,45.16,15773207.34,16679501.42,18.14,55.23
2021,Sep,X5,SUV,Electric,Rest_of_World,India,1294,65368,84586192,71191408.95,13394783.05,15.84,39.02,10723706.69,2671076.36,3.75,49.09
2021,Sep,X7,SUV,Petrol,Europe,UK,1645,88719,145942755,117409461.9,28533293.13,19.55,45.04,18502396.92,10030896.21,8.54,55.11
2021,Sep,X7,SUV,Petrol,USA,USA,1168,86281,100776208,83629746.77,17146461.23,17.01,44.18,12776251.9,4370209.33,5.23,54.25
2021,Sep,X7,SUV,Hybrid,China,China,236,,27441372,21959431.26,5481940.74,19.98,41.76,3478974.73,2002966.01,9.12,51.83
2021,Sep,X7,SUV,Hybrid,Rest_of_World,Brazil,217,66014,14325038,10148165.69,4176872.31,29.16,46.04,1816106.18,2360766.13,23.26,56.11
2021,Sep,Z4,Convertible,Petrol,Europe,Germany,1225,95439,116912775,79273675.28,37639099.72,32.19,46.05,14822020.93,22817078.79,28.78,56.12
2021,Sep,Z4,Convertible,Electric,USA,USA,760,59112,44925120,31194926.59,13730193.41,30.56,31.35,5695537.28,8034656.13,25.76,41.42
2021,Sep,Z4,Convertible,Hybrid,China,China,301,80710,24293710,18102153.09,,25.49,43.37,3079919.01,,,53.44
2021,Sep,Z4,Convertible,Electric,Rest_of_World,Brazil,926,111471,103222146,77945030.71,25277115.29,24.49,29.76,13086344.14,12190771.15,15.64,39.83
2021,Sep,i4,Coupe,Electric,Europe,France,1787,60888,108806856,90119950.18,18686905.82,17.17,40.35,13794365.04,4892540.78,5.43,50.42
2021,Sep,i4,Coupe,Electric,USA,USA,1413,86355,,97254333.55,24765281.45,20.3,41.81,,,,51.88
2021,Sep,i4,Coupe,Electric,China,China,667,60215,40163405,26220862.33,13942542.67,34.71,42.68,5091854.41,8850688.26,33.75,52.75
2021,Sep,i4,Coupe,Electric,Rest_of_World,Australia,1146,100504,115177584,88715467.21,26462116.79,22.98,43.51,14602036.09,11860080.7,13.37,53.58
2021,Sep,iX,SUV,Electric,Europe,Italy,491,62640,30756240,26087132.07,4669107.93,15.18,26.08,3899228.57,769879.36,2.95,36.15
2021,Sep,iX,SUV,Electric,USA,USA,1384,75747,104833848,87187707.82,17646140.18,16.83,47.2,13290673.23,4355466.95,5,57.27
2021,Sep,iX,SUV,Electric,China,China,1197,103105,123416685,97034966.95,26381718.05,21.38,31.94,15646576.58,10735141.47,11.06,42.01
2021,Sep,iX,SUV,Electric,Rest_of_World,South Africa,1674,39045,65361330,46865443.18,18495886.82,28.3,35.92,8286408.4,10209478.42,21.78,45.99
2021,Sep,i7,Sedan,Electric,Europe,Italy,338,107426,36309988,28370816.33,7939171.67,21.86,21.42,4603324.16,3335847.51,11.76,31.49
2021,Sep,i7,Sedan,Electric,USA,USA,1696,38047,64527712,47319207.64,17208504.36,26.67,25.35,8180723.6,9027780.76,19.08,35.42
2021,Sep,i7,Sedan,Electric,China,China,2039,88985,,141104545.1,40335869.9,22.23,35.48,,,,45.55
2021,Sep,i7,Sedan,Electric,Rest_of_World,Australia,676,53567,36211292,29458636.79,6752655.21,18.65,29.34,4590811.64,2161843.57,7.34,39.41
2021,Sep,M3,Sedan,Petrol,Europe,UK,1320,50584,66770880,44788941.92,21981938.08,32.92,20.17,8465108.97,13516829.11,30.18,30.24
2021,Sep,M3,Sedan,Petrol,USA,USA,953,90184,85945352,58106953.55,27838398.45,32.39,26.02,10896018.9,16942379.55,29.16,36.09
2021,Sep,M3,Sedan,Petrol,China,China,2082,35799,74533518,52383736.3,22149781.7,29.72,49.64,9449244.22,12700537.48,24.25,59.71
2021,Sep,M3,Sedan,Petrol,Rest_of_World,Australia,1836,108981,200089116,132974375.5,67114740.5,33.54,49.85,25366988.89,41747751.61,31.4,59.92
2021,Sep,M5,Sedan,Petrol,Europe,Spain,1131,86612,97958172,74845402.01,23112769.99,23.59,21.4,12418985.65,10693784.34,14.29,31.47
2021,Sep,M5,Sedan,Petrol,USA,USA,1284,43606,55990104,44809214.68,11180889.32,19.97,27.23,7098338.85,4082550.47,9.11,37.3
2021,Sep,M5,Sedan,Petrol,China,China,1621,63223,102484483,79438961.87,23045521.13,22.49,30.57,12992824.36,10052696.77,12.65,40.64
2021,Sep,M5,Sedan,Petrol,Rest_of_World,Japan,408,49062,20017296,,3502991.38,17.5,39.15,2537761.85,965229.53,,49.22
2021,Sep,M8,Coupe,Petrol,Europe,Germany,2006,70108,140636648,94211102.09,46425545.91,33.01,21.22,17829696.88,28595849.03,30.35,31.29
2021,Sep,M8,Coupe,Petrol,USA,USA,1963,93714,183960582,135422560.5,48538021.51,26.39,30.1,23322238.27,25215783.24,18.62,40.17
2021,Sep,M8,Coupe,Petrol,China,China,257,64484,16572388,13864547.4,2707840.6,16.34,36.89,2101021.74,606818.86,4.38,46.96
2021,Sep,M8,Coupe,Petrol,Rest_of_World,Brazil,1265,76196,96387940,70345477.2,26042462.8,27.02,29.84,12219914.07,13822548.73,19.65,39.91
2021,Sep,iX3,SUV,Electric,Europe,Spain,1927,61531,118570237,99444626.64,19125610.36,16.13,45.63,15032151.4,4093458.96,4.12,55.7
2021,Sep,iX3,SUV,Electric,USA,USA,1208,43900,53031200,36168841.38,16862358.62,31.8,31.68,6723213.58,10139145.04,28.03,41.75
2021,Sep,iX3,SUV,Electric,China,China,1850,70377,130197450,100505848.9,29691601.08,22.81,40.69,16506231.49,13185369.59,13.12,50.76
2021,Sep,iX3,SUV,Electric,Rest_of_World,Japan,1326,68776,91196976,61739502.73,29457473.27,32.3,24.41,11561811.67,17895661.6,28.99,34.48
2021,Sep,2 Series,Hatchback,Diesel,Europe,Germany,1018,58306,59355508,39394111.28,19961396.72,33.63,33.03,7524999.57,12436397.15,31.57,43.1
2021,Sep,2 Series,Hatchback,Hybrid,USA,USA,1053,89202,93929706,77304312.23,16625393.77,17.7,27.03,11908262.96,4717130.81,6.1,37.1
2021,Sep,2 Series,Hatchback,Diesel,China,China,1790,88131,157754490,129674786.1,28079703.89,17.8,22.51,19999870.43,8079833.46,6.23,32.58
2021,Sep,2 Series,Hatchback,Diesel,Rest_of_World,Japan,1928,119599,230586872,186187519.4,44399352.56,19.25,37.63,29233447.26,15165905.3,8.15,47.7
2021,Sep,4 Series,Coupe,Petrol,Europe,Spain,436,83732,36507152,25396707.12,11110444.88,30.43,31.09,4628320.31,6482124.57,25.52,41.16
2021,Sep,4 Series,Coupe,Diesel,USA,USA,1266,77797,98491002,67977301.29,30513700.71,30.98,44.85,12486537.02,18027163.69,26.52,54.92
2021,Sep,4 Series,Coupe,Hybrid,China,China,1803,101810,,155064136.1,28499293.94,15.53,42.36,,,,52.43
2021,Sep,4 Series,Coupe,Petrol,Rest_of_World,Japan,683,104247,71200701,50228773.34,20971927.66,29.45,34.21,9026714.83,11945212.83,23.78,44.28
2021,Sep,8 Series,Coupe,Petrol,Europe,France,765,71516,54709740,45111812.56,9597927.44,17.54,43.47,6936016.28,2661911.16,5.9,53.54
2021,Sep,8 Series,Coupe,Petrol,USA,USA,762,,38577774,29843510.79,8734263.21,22.64,36.63,4890830.57,3843432.64,12.88,46.7
2021,Sep,8 Series,Coupe,Hybrid,China,China,747,102989,76932783,63012151.83,13920631.17,18.09,21.33,9753419.33,4167211.84,6.61,31.4
2021,Sep,8 Series,Coupe,Petrol,Rest_of_World,India,715,55315,39550225,26438421.82,13111803.18,33.15,32.29,5014116.4,8097686.78,30.63,42.36
2021,Sep,i3,Hatchback,Electric,Europe,France,1366,63067,86149522,56747598.49,29401923.51,34.13,30.97,10921903.26,18480020.25,32.57,41.04
2021,Sep,i3,Hatchback,Electric,USA,USA,1189,118517,140916713,99164268.97,41752444.03,29.63,23.38,17865203.09,23887240.94,24.09,33.45
2021,Sep,i3,Hatchback,Electric,China,China,427,74950,32003650,21445517.04,10558132.96,32.99,48.93,4057373.29,6500759.67,30.31,59
2021,Sep,i3,Hatchback,Electric,Rest_of_World,India,1545,80112,123773040,103279569.3,20493470.66,16.56,48.87,15691754.72,4801715.94,4.65,58.94
2021,Sep,X6,SUV,Diesel,Europe,Spain,1530,64007,97930710,67482382.16,30448327.84,31.09,29.79,12415504.06,18032823.78,26.72,39.86
2021,Sep,X6,SUV,Diesel,USA,USA,286,66179,18927194,14799048.09,4128145.91,21.81,49.7,2399560.4,1728585.51,11.68,59.77
2021,Sep,X6,SUV,Electric,China,China,551,116176,64012976,,12049531.28,18.82,40.9,8115466.17,3934065.11,,50.97
2021,Sep,X6,SUV,Hybrid,Rest_of_World,Australia,946,93679,88620334,60119587.65,28500746.35,32.16,36.48,11235148.98,17265597.37,28.72,46.55
2021,Oct,3 Series,Sedan,Hybrid,Europe,Spain,1937,117056,226737472,160365326.1,66372145.92,29.27,26.41,28745426.28,37626719.64,23.46,36.48
2021,Oct,3 Series,Sedan,Petrol,USA,USA,1183,82674,97803342,79037479.36,18765862.64,19.19,29.36,12399356.54,6366506.1,8.06,39.43
2021,Oct,3 Series,Sedan,Hybrid,China,China,422,74294,31352068,20983524.36,10368543.64,33.07,21.06,3974766.73,6393776.91,30.47,31.13
2021,Oct,3 Series,Sedan,Petrol,Rest_of_World,Japan,1905,,205288515,163532426.1,41756088.9,20.34,35.72,26026160.66,15729928.24,9.62,45.79
2021,Oct,5 Series,Sedan,Electric,Europe,Germany,1006,96896,97477376,63455791.68,34021584.32,34.9,42.08,12358031.08,21663553.24,34.14,52.15
2021,Oct,5 Series,Sedan,Electric,USA,USA,1775,117621,208777275,,57682736.87,27.63,21.71,26468460.26,31214276.61,,31.78
2021,Oct,5 Series,Sedan,Diesel,China,China,1085,,97710760,79413208.7,18297551.3,18.73,44.4,12387619.14,5909932.16,7.44,54.47
2021,Oct,5 Series,Sedan,Hybrid,Rest_of_World,South Africa,1412,80641,113865092,76875359.65,36989732.35,32.49,28.73,14435640.39,22554091.96,29.34,38.8
2021,Oct,7 Series,Sedan,Petrol,Europe,Germany,606,,62156814,42694870.97,19461943.03,31.31,44.67,7880144.82,11581798.21,27.13,54.74
2021,Oct,7 Series,Sedan,Hybrid,USA,USA,993,111835,111052155,91904374.99,,17.24,38.17,14079020.58,,,48.24
